,Unnamed: 0,Rank,NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL,field1,inclusion_creteria,field2,exclusion_creteria
1057,1057,1058,NCT04339712,Personalised Immunotherapy for SARS-CoV-2 (COVID-19) Associated With Organ Dysfunction,ESCAPE,Recruiting,No Results Available,COVID-19|Virus Diseases|Macrophage Activation Syndrome|Corona Virus Infection,Drug: Anakinra|Drug: Tocilizumab,Change of baseline total sequential organ failure assessment (SOFA) score|Improvement of lung involvement measurements|Increase of pO2/FiO2 ratio|Comparison of change of baseline total sequential organ failure assessment (SOFA) score in enrolled subjects towards historical comparators|Comparison of change of lung involvement measurements in enrolled subjects towards historical comparators|Comparison of pO2/FiO2 ratio in enrolled subjects towards historical comparators|Change of sequential organ failure assessment (SOFA) score|Rate of Mortality|Cytokine stimulation|Gene expression|Serum/plasma proteins|Classification of the immune function,Hellenic Institute for the Study of Sepsis,All,"18 Years and older   (Adult, Older Adult)",Phase 2,40.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ESCAPE|2020-001039-29,"April 2, 2020","April 1, 2022","April 1, 2022","April 9, 2020",,"April 22, 2020","2nd Department of Critical Care Medicine, ATTIKON University Hospital, Athens, Haidari, Greece|Intensive Care Unit, Ioannina University Hospital, Ioánnina, Ioannina, Greece|Department of Internal Medicine, Patras University Hospital, Patras, Rion, Greece|Department of Internal Medicine, I PAMMAKARISTOS Hospital, Athens, Greece|Intensive Care Unit, General Hospital of Athens KORGIALENIO-BENAKIO E.E.S., Athens, Greece|1st Department of Pulmonary Medicine and Intensive Care Unit, Athens, Greece|Intensive Care Unit, General Hospital of Athens IPPOKRATEIO, Athens, Greece|4th Department of Internal Medicine, Attikon University Hospital, Athens, Greece|Intensive Care Unit, General Hospital ASKLEPIEIO Voulas, Athens, Greece|Intensive Care Unit, ""Latsio"", Thriasio Elefsis General Hospital, Elefsína, Greece|Intensive Care Unit, ""Koutlimbaneio & Triantafylleio"" Larissa General Hospital, Larissa, Greece|Department of Internal Medicine, Larissa University Hospital, Larissa, Greece|Intensive Care Unit, AGIOS DIMITRIOS General Hospital of Thessaloniki, Thessaloniki, Greece|Intensive Care Unit, G. GENNIMATAS General Hospital of Thessaloniki, Thessaloniki, Greece|Intensive Care Unit, Theageneio Oncological Hospital of Thessaloniki, Thessaloniki, Greece|Intensive Care Unit, General Hospital of Thessaloniki IPPOKRATEIO, Thessaloniki, Greece|Department of Anesthesiology and Intensive Care Medicine, University General Hospital of Thessaloniki AHEPA, Thessaloniki, Greece",,https://ClinicalTrials.gov/show/NCT04339712,Inclusion Criteria:,"Age equal to or above 18 years
Male or female gender
In case of women, unwillingness to remain pregnant during the study period.
Written informed consent provided by the patient or by one first-degree relative/spouse in case of patients unable to consent
Confirmed infection by SARS-CoV-2 virus using molecular techniques as defined by the World Health Organization11

Organ dysfunction defined as the presence of at least one of the following conditions:

Total SOFA score greater than or equal to 2;
Involvement of the lower respiratory tract


Total SOFA score greater than or equal to 2;
Involvement of the lower respiratory tract
Laboratory documentation of MAS or immune dysregulation. MAS is documented by the findings of any serum ferritin greater than 4,420ng/ml. immune dysregulation is documented by the combination of two findings: a) serum ferritin equal to or lower than 4,420ng/ml; and b) less than 5,000 receptors of the membrane molecule of HLA-DR on the cell membrane of blood CD14-monocytes or less than 30 MFI of HLA-DR on the cell membrane of blood CD14-monocytes as counted by flow cytometry",Exclusion Criteria:,"Age below 18 years
Denial for written informed consent
Any stage IV malignancy
Any do not resuscitate decision
Active tuberculosis (TB) as defined by the co-administration of drugs for the treatment of TB
Infection by the human immunodeficiency virus (HIV)
Any primary immunodeficiency
Oral or IV intake of corticosteroids at a daily dose equal or greater than 0.4 mg prednisone or greater the last 15 days.
Any anti-cytokine biological treatment the last one month
Medical history of systemic lupus erythematosus
Medical history of multiple sclerosis or any other demyelinating disorder.
Pregnancy or lactation. Women of child-bearing potential will be screened by a urine pregnancy test before inclusion in the study"
1058,1058,1059,NCT04361448,Performance of 3 Sampling Methods for the Detection of SARS-CoV-2 (COVID-19) With Real-time Reverse Transcriptase PCR,,Not yet recruiting,No Results Available,Covid-19|SARS-CoV-2|Diagnosis|Polymerase Chain Reaction,Other: samling of oropharynx and nasopharynx,sensitivity,Jessa Hospital,All,"Child, Adult, Older Adult",Not Applicable,30.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,20.43,"April 20, 2020","May 20, 2020","May 20, 2020","April 24, 2020",,"April 24, 2020","Jessa Hospital, Hasselt, Belgium",,https://ClinicalTrials.gov/show/NCT04361448,Inclusion Criteria:,health care workers with symptoms suspicious for Covid-19,Exclusion Criteria:,none
1059,1059,1060,NCT04316949,Predictors of Respiratory Failure in SARS-Cov-2 Infection,,Recruiting,No Results Available,SARS-CoV-2 Pneumonia,,Respiratory failure|Occurence of bacterial superinfection,University of Bologna,All,"18 Years to 99 Years   (Adult, Older Adult)",,350.0,Other,Observational,Observational Model: Cohort|Time Perspective: Retrospective,PREDI-CO,"March 20, 2020","April 30, 2020","May 31, 2020","March 20, 2020",,"April 7, 2020","University of Bologna - Department of Medical and Surgical Sciences, Bologna, Italy",,https://ClinicalTrials.gov/show/NCT04316949,Inclusion Criteria:,"Hospitalized patients with microbiologically confirmed diagnosis of SARS-CoV-2 infection
Age > 17 years",Exclusion Criteria:,Invasive mechanical ventilation within 12 hours from hospital admission
1060,1060,1061,NCT04385251,International SARS-CoV-2 (COVID-19) Infection Observational Study,ICOS,Not yet recruiting,No Results Available,COVID|COVID19|SARS-CoV 2|Dyspnea,Other: Data Collection,Time to Hospitalization|Time to Expiration|Rate of Death at 7 Days|Rate of Death at 14 Days|Rate of Death at 28 Days|Rate of Hospitalization at 7 Days|Rate of Hospitalization at 14 Days|Rate of Hospitalization at 28 Days|Participant Health at 7 Days|Participant Health at 14 Days|Participant Health at 28 Days|Modified Borg Dyspnea Scale at 7 Days|Modified Borg Dyspnea Scale at 14 Days|Modified Borg Dyspnea Scale at 28 Days,University of Minnesota|National Institutes of Health (NIH)|National Institute of Allergy and Infectious Diseases (NIAID),All,"18 Years and older   (Adult, Older Adult)",,10000.0,Other|NIH,Observational,Observational Model: Cohort|Time Perspective: Prospective,ICOS|75N91019D00024,"May 15, 2020","June 30, 2021","June 30, 2021","May 12, 2020",,"May 12, 2020","Denver Public Health, Denver, Colorado, United States|Hospital General de Agudos JM Ramos Mejia Servicio de Inmunocomprometidos, Buenos Aires, Argentina|CHIP Department of Infectious Diseases, Copenhagen, Denmark|University College London Medical School Centre for Sexual Health and HIV Research, London, England, United Kingdom",,https://ClinicalTrials.gov/show/NCT04385251,Inclusion Criteria:,,Exclusion Criteria:,
1061,1061,1062,NCT04367857,ARMOR Study: COVID-19 Seroprevalence Among Healthcare Workers,,Recruiting,No Results Available,Covid-19|Coronavirus Infection|Coronavirus,Other: COVID-19 Serology|Behavioral: Health Care Worker Survey,Proportion seropositive,Columbia University,All,"18 Years and older   (Adult, Older Adult)",,1000.0,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,AAAS9998,"April 18, 2020",October 2021,October 2021,"April 29, 2020",,"April 30, 2020","NewYork-Presbyterian Hosptial/Columbia University Irving Medical Center, New York, New York, United States",,https://ClinicalTrials.gov/show/NCT04367857,Inclusion Criteria:,"18 years of age or older
NewYork-Presbyterian (NYP) healthcare personnel employee or affiliate
Understands and reads English",Exclusion Criteria:,"Younger than 18 years of age
Mentally and/or physically unable to complete study requirements"
1062,1062,1063,NCT04374110,Drug Safety and the Occurrence of Complications During Hospitalization in Patients With COVID-19,COR-CARDIO,Recruiting,No Results Available,COVID|Hypertension|Cardiovascular Diseases|Cardiovascular Risk Factor,Other: Clinical data,"Adverse events|Number of participants with death, myocardial infarction, heart failure, myocarditis, acute renal failure, stroke|Ventilation during hospitalization","Institute of Cardiology, Warsaw, Poland",All,"18 Years and older   (Adult, Older Adult)",,1000.0,Other,Observational,Observational Model: Case-Control|Time Perspective: Prospective,1860/2020,"May 5, 2020","June 24, 2020","August 24, 2021","May 5, 2020",,"May 6, 2020","National Institute of Cardiology, Warsaw, Poland",,https://ClinicalTrials.gov/show/NCT04374110,Inclusion Criteria:,Hospitalized patients with COVID-19,Exclusion Criteria:,None
1063,1063,1064,NCT04343053,Pro-thrombotic Status in Patients With SARS-Cov-2 Infection,ATTAC-Co,Recruiting,No Results Available,Severe Acute Respiratory Syndrome Coronavirus 2,Other: SARS-Cov-2 infection,on-treatment platelet reactivity|apoptosis rate in human umbilical vein endothelial cells (HUVEC)|Nitric oxide (NO) intracellular levels|reactive oxygen species (ROS) levels|coagulation factors levels|respiratory function|cardiac function|clinical outcome,University Hospital of Ferrara,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,60.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,250320,"April 8, 2020","June 30, 2020","June 30, 2021","April 13, 2020",,"May 14, 2020","Azienda Ospedaliera Universitaria di Ferrara, Ferrara, Italy",,https://ClinicalTrials.gov/show/NCT04343053,Inclusion Criteria:,"Diagnosis of moderate-severe respiratory failure (PaO2/FiO2 <200)

Diagnosis of SARS-CoV-2 infection + one of the following

invasive mechanical ventilation (cohort A)
non invasive mechanical ventilation (cohort B)
only oxygen support


invasive mechanical ventilation (cohort A)
non invasive mechanical ventilation (cohort B)
only oxygen support",Exclusion Criteria:,"Previous chronic use of P2Y12 inhibitors
Need for chronic oral anti-coagulation therapy
Know disorder of coagulation or platelet function"
1064,1064,1065,NCT04354779,Antibody Seroprevalence and Rate of Asymptomatic Infections With SARS-CoV-2 in Austrian Hospital Personnel.,,Recruiting,No Results Available,Severe Acute Respiratory Syndrome Coronavirus 2|SARS-CoV 2|Coronavirus Infection|Covid19,Diagnostic Test: a specifically designed self-administered questionnaire,Antibody status in HCW|Active virus carriers in HCW|Incubation time|Background incidence rate|Occupation associated infection risk,AUVA|Paracelsus Medical University,All,"15 Years to 90 Years   (Child, Adult, Older Adult)",,4000.0,Other,Observational,Observational Model: Cohort|Time Perspective: Cross-Sectional,AUVA SARS-CoV-2 Studie,"May 11, 2020",August 2020,November 2020,"April 21, 2020",,"May 12, 2020","Allgemeine Unfallversicherungsanstalt, Vienna, Austria",,https://ClinicalTrials.gov/show/NCT04354779,Inclusion Criteria:,employees in Austrian trauma hospitals and rehabilitation facilities of the Austrian Social Insurance for Occupational Risks (AUVA),Exclusion Criteria:,
1065,1065,1066,NCT04378686,Serological Testing for COVID-19 (SARS-CoV-2) in ESKD,,Recruiting,No Results Available,SARS-CoV 2|End Stage Renal Failure on Dialysis,Other: dialysis,Antibodies against SARS-CoV-2,Universitaire Ziekenhuizen Leuven,All,"18 Years and older   (Adult, Older Adult)",,500.0,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,S64000,"April 23, 2020","May 1, 2021","May 1, 2022","May 7, 2020",,"May 12, 2020","Jessa Ziekenhuis, Hasselt, Limburg, Belgium|University Hospitals Leuven, Leuven, Belgium",,https://ClinicalTrials.gov/show/NCT04378686,Inclusion Criteria:,"Patients with end-stage kidney disease (ESKD) receiving renal replacement therapy
Age 18 years or older
Treated at University Hospitals Leuven, or Jessa Ziekenhuis Hasselt
Providing informed consent",Exclusion Criteria:,"Refusal to provide informed consent
Transfer to another dialysis unit"
1066,1066,1067,NCT04261270,"A Randomized,Open,Controlled Clinical Study to Evaluate the Efficacy of ASC09F and Ritonavir for 2019-nCoV Pneumonia",,Recruiting,No Results Available,2019-nCoV Pneumonia,Drug: ASC09F+Oseltamivir|Drug: Ritonavir+Oseltamivir|Drug: Oseltamivir,"Rate of comprehensive adverse outcome|Time of clinical remission|Rate of no fever|Rate of no cough|Rate of no dyspnea|Rate of no need for oxygen inhalation|Rate of undetectable viral RNA|Rate of mechanical ventilation|Rate of ICU admission|Rate and time of CRP,ES,Biochemical criterion(CK,ALT,Mb)recovery",Tongji Hospital,All,18 Years to 55 Years   (Adult),Phase 3,60.0,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,ASC09F-CTP-TJ-01,"February 1, 2020","May 1, 2020","July 1, 2020","February 7, 2020",,"March 17, 2020","Department and Institute of Infectious Disease, Wuhan, Hubei, China",,https://ClinicalTrials.gov/show/NCT04261270,Inclusion Criteria:,"Age:18~55 years old, unlimited gender.
Laboratory (RT-PCR) confirmed infection with 2019-nCoV and accompanied with clinical manifestations.
Patients with newly diagnosed respiratory discomfort who have been hospitalized (The proper diagnosis time is less than 7 days).
Women who have no planned pregnancy in the next six months,and are willing to take effective measures to prevent contraception from the first dose of study drug to 30 days after the last dose.
Agree not to participate in other clinical studies within 30 days from the first dose of the study drug to the last dose.
Patients who voluntarily sign informed consent forms.",Exclusion Criteria:,
